Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883446991443634,0.09926416115370361,0.09883446991443634,0.09883446991443634,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09410788991860174,0.09410788991860174,0.09367819875478745,0.09367819875478745,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723212343030957,0.08723212343030957,0.08680243790149689,0.08680243790149689,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895084261894226,0.08938053371889981,0.08895084261894226,0.08895084261894226,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152982383966446,0.09195950956515574,0.09152982383966446,0.09152982383966446,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711570292711258,0.097545394106627,0.09711570292711258,0.09711570292711258,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184226930141449,0.10227272922470973,0.10184226930141449,0.10184226930141449,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613995045423508,0.10656964172009703,0.10613995045423508,0.10613995045423508,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.1117258369922638,0.1121555280062388,0.1117258369922638,0.1117258369922638,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203916907310486,0.12246886025535253,0.12203916907310486,0.12203916907310486,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375795096158981,0.12418764224325607,0.12375795096158981,0.12375795096158981,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117979405535743,0.12117979405535743,0.12075011432170868,0.12075011432170868,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774229388913246,0.11774229388913246,0.11731260269880295,0.11731260269880295,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860167235136032,0.11946105478677137,0.11860167235136032,0.11860167235136032,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645322021211521,0.11645322021211521,0.11602354049682617,0.11602354049682617,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11129622304119687,0.11129622304119687,0.11086653172969818,0.11086653172969818,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656964172009703,0.10656964172009703,0.10613995045423508,0.10613995045423508,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.1044211583141414,0.1044211583141414,0.10399147868156433,0.10399147868156433,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10957741737365723,0.1100071084816529,0.10957741737365723,0.10957741737365723,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957738574685211,0.10957738574685211,0.10871801525354385,0.10871801525354385,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528054211304619,0.10528054211304619,0.10485085099935532,0.10485085099935532,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.1052805706858635,0.10571026191617122,0.1052805706858635,0.1052805706858635,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742902010679245,0.10828839113070722,0.10742902010679245,0.10742902010679245,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10699930915684733,0.10699930915684733,0.10656961798667908,0.10656961798667908,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301493644714355,0.11344462760517002,0.11301493644714355,0.11301493644714355,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.1100071084816529,0.1100071084816529,0.10957741737365723,0.10957741737365723,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.1117258369922638,0.11258520754556928,0.1117258369922638,0.1117258369922638,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11301493644714355,0.1138743187631965,0.11301493644714355,0.11301493644714355,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11301493772584595,0.11344462888873415,0.11258524656295776,0.11258524656295776,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11129622304119687,0.11129622304119687,0.11086653172969818,0.11086653172969818,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11086653805990065,0.11086653805990065,0.1100071668624878,0.11000716686248779,23699200,0.0,0.0
