Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.05459442956988347,0.06262309457643749,0.05459442956988347,0.059946462512016296,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.05994644394750615,0.06315827831148393,0.05994644394750615,0.06208725646138191,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.06208729587046373,0.06369352186856518,0.06208729587046373,0.063158318400383,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06315833754439426,0.06369354117480276,0.06101690742901875,0.06155211105942726,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06155208930223061,0.062087292743457465,0.05994647897855007,0.060481682419776917,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.060481708210653275,0.060481708210653275,0.05834089353285027,0.058876097202301025,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.058876066270275126,0.059946473046811444,0.05620004932893434,0.05727045610547066,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05727047027415558,0.05727047027415558,0.055129656191446635,0.05566485971212387,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05566486628290575,0.05673527345061302,0.05512966269905211,0.05673527345061302,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.056735266733085814,0.058876080815025274,0.05620006321260095,0.058340877294540405,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.058340898504079794,0.05941130593419074,0.058340898504079794,0.05941130593419075,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.059411300871751775,0.059411300871751775,0.05780568986339951,0.058876097202301025,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.058876080815025274,0.058876080815025274,0.058340877294540405,0.058340877294540405,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.05834089353285027,0.059946504541202525,0.05834089353285027,0.058876097202301025,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05941130593419074,0.06101691707935717,0.05941130593419074,0.05941130593419075,23040000,0.0,0.0
